,NAME,G,GS,MP,FG,FGA,FG_pct,P3,PA3,P3_pct,P2,PA2,P2_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,futPTS
10,Andrea Bargnani,73.66666666666667,38.0,26.8,4.4,10.4,0.42100000000000004,1.4,3.7,0.37566666666666665,3.0,6.666666666666668,0.4483333333333333,0.4890000000000001,2.1333333333333333,2.6,0.8316666666666667,0.7666666666666666,3.5333333333333337,4.3,1.0333333333333334,0.4000000000000001,0.8333333333333334,1.4666666666666668,2.8666666666666667,12.4,5.7333333333333325
11,Charles Barkley,76.66666666666667,67.33333333333333,35.266666666666666,6.933333333333334,12.1,0.5703333333333332,0.16666666666666666,0.8333333333333334,0.19866666666666669,6.7666666666666675,11.300000000000002,0.5963333333333333,0.5773333333333333,4.966666666666666,6.8000000000000025,0.7263333333333334,4.433333333333334,7.533333333333334,12.0,3.5666666666666664,1.7333333333333334,1.3666666666666665,3.866666666666666,3.866666666666666,19.0,9.433333333333334
12,Matt Barnes,45.66666666666666,7.666666666666668,15.666666666666664,1.4666666666666666,3.2,0.456,0.10000000000000002,0.3666666666666667,0.19366666666666665,1.366666666666667,2.833333333333333,0.4886666666666666,0.4673333333333334,0.8333333333333334,1.2333333333333334,0.6629999999999999,1.1333333333333333,1.9666666666666663,3.1,1.0333333333333334,0.6,0.13333333333333333,0.9,1.9,3.8,1.4333333333333331
13,Andre Barrett,25.33333333333333,0.6666666666666666,13.233333333333333,1.3999999999999997,3.633333333333333,0.36933333333333335,0.4,1.3999999999999997,0.2816666666666667,1.0,2.233333333333333,0.425,0.4246666666666667,0.4333333333333333,0.5666666666666668,0.7383333333333333,0.3333333333333333,0.9,1.2333333333333334,1.9666666666666668,0.5,0.03333333333333333,0.7666666666666666,1.3666666666666665,3.6,1.5333333333333332
15,Dana Barros,74.0,8.666666666666666,16.400000000000002,3.0666666666666664,6.8,0.461,0.9333333333333332,2.2,0.4133333333333333,2.1333333333333333,4.6,0.481,0.5279999999999999,1.0333333333333332,1.2666666666666668,0.8286666666666668,0.3,0.9666666666666668,1.2666666666666668,1.9666666666666668,0.5666666666666667,0.03333333333333333,1.0,0.9666666666666668,8.1,2.6
16,Brent Barry,65.33333333333333,26.66666666666667,23.366666666666664,3.3000000000000003,7.566666666666666,0.4346666666666667,1.3666666666666665,3.5,0.37766666666666665,1.9333333333333336,4.033333333333333,0.4856666666666666,0.5233333333333333,1.5666666666666669,1.8666666666666665,0.8283333333333333,0.5,1.8,2.3000000000000003,2.7,1.0666666666666669,0.3666666666666667,1.5333333333333332,2.0,9.5,4.566666666666666
17,Drew Barry,20.0,0.0,10.066666666666668,0.7333333333333333,1.8,0.414,0.4000000000000001,1.1,0.38366666666666666,0.3,0.6666666666666666,0.43733333333333335,0.5303333333333334,0.4,0.5333333333333333,0.7793333333333333,0.13333333333333333,0.9666666666666668,1.1,1.8666666666666665,0.3,0.03333333333333333,0.8666666666666667,1.2666666666666666,2.3000000000000003,0.9333333333333332
18,Jon Barry,57.0,2.333333333333333,13.533333333333333,1.6333333333333335,4.1,0.4026666666666667,0.3666666666666667,1.2666666666666668,0.31466666666666665,1.2666666666666666,2.8000000000000003,0.4446666666666667,0.4533333333333333,1.0666666666666669,1.4,0.7436666666666666,0.3333333333333333,0.9666666666666668,1.2666666666666666,1.7666666666666666,0.8999999999999999,0.13333333333333333,0.9666666666666668,1.2333333333333334,4.766666666666667,1.2666666666666666
19,Brandon Bass,43.0,1.6666666666666667,12.199999999999998,1.6,3.5666666666666664,0.4133333333333334,0.0,0.03333333333333333,0.0,1.6,3.5333333333333337,0.4173333333333333,0.4133333333333334,1.0333333333333334,1.3333333333333333,0.7346666666666667,0.9,2.0,2.9,0.3,0.16666666666666666,0.3,0.6333333333333333,1.1,4.2,2.833333333333333
20,Mengke Bateer,15.333333333333336,3.333333333333333,8.2,0.9666666666666668,2.4333333333333336,0.4026666666666667,0.06666666666666668,0.2333333333333333,0.222,0.9,2.2,0.39766666666666667,0.4176666666666666,0.3666666666666667,0.5333333333333333,0.26133333333333336,0.6999999999999998,1.1666666666666663,1.8333333333333333,0.4000000000000001,0.16666666666666666,0.06666666666666668,0.6666666666666666,2.033333333333333,2.333333333333333,0.0
21,Billy Ray Bates,56.0,0.0,17.133333333333333,4.866666666666666,9.999999999999998,0.4843333333333333,0.3,0.7999999999999999,0.3243333333333333,4.566666666666666,9.2,0.4963333333333333,0.4986666666666666,2.066666666666667,2.6,0.7863333333333333,0.8000000000000002,0.9333333333333332,1.7333333333333332,1.9666666666666668,0.8333333333333334,0.10000000000000002,1.4666666666666668,1.5,12.066666666666668,2.1666666666666665
22,Tony Battie,65.66666666666667,22.66666666666667,21.33333333333333,3.0666666666666664,6.466666666666666,0.4806666666666667,0.0,0.13333333333333333,0.113,3.0666666666666664,6.333333333333332,0.4866666666666666,0.48200000000000004,1.0333333333333334,1.5333333333333332,0.6830000000000002,1.9666666666666668,3.5,5.466666666666666,0.9333333333333332,0.6666666666666666,1.1333333333333333,1.0666666666666669,3.1,7.233333333333332,2.1666666666666665
23,Shane Battier,78.33333333333333,42.0,31.633333333333336,3.966666666666667,8.833333333333334,0.4526666666666666,1.0666666666666669,2.9,0.37333333333333335,2.8666666666666667,5.933333333333334,0.494,0.5156666666666666,1.8333333333333333,2.533333333333333,0.7533333333333333,1.7333333333333334,2.8000000000000003,4.533333333333334,1.7999999999999998,1.4,0.9333333333333332,1.2,2.6333333333333333,10.866666666666667,3.3000000000000003
24,John Battle,65.0,3.0,13.633333333333335,2.6666666666666665,5.833333333333332,0.4553333333333334,0.06666666666666668,0.3,0.13,2.6,5.566666666666666,0.4666666666666666,0.4596666666666666,1.6000000000000003,2.1333333333333333,0.7386666666666667,0.3,0.9333333333333332,1.2,1.8333333333333333,0.4666666666666666,0.06666666666666668,0.9,1.2666666666666666,6.966666666666666,3.1666666666666665
25,Kenny Battle,43.66666666666666,6.666666666666668,15.233333333333333,2.1333333333333333,4.433333333333334,0.487,0.03333333333333333,0.2,0.125,2.1,4.233333333333333,0.5033333333333333,0.4896666666666667,1.1666666666666667,1.633333333333333,0.7046666666666667,1.1666666666666667,1.7,2.833333333333333,0.8666666666666667,0.9666666666666668,0.3,0.8333333333333334,1.7,5.4,2.033333333333333
26,Lonny Baxter,43.66666666666666,2.0,11.766666666666666,1.7666666666666666,3.533333333333333,0.5033333333333334,0.03333333333333333,0.03333333333333333,0.4443333333333333,1.7333333333333332,3.466666666666667,0.5026666666666667,0.5073333333333334,0.7999999999999999,1.2333333333333332,0.628,1.0,1.8333333333333333,2.833333333333333,0.3333333333333333,0.2,0.43333333333333335,0.7333333333333334,2.2333333333333334,4.366666666666667,1.4
27,Rodrigue Beaubois,45.66666666666666,18.0,17.3,3.233333333333333,7.233333333333332,0.454,0.8000000000000002,2.5,0.3326666666666667,2.433333333333333,4.766666666666667,0.5179999999999999,0.5123333333333334,0.9,1.1,0.8053333333333335,0.3,1.7666666666666666,2.033333333333333,2.1666666666666665,0.7666666666666666,0.3333333333333333,1.3333333333333333,2.0,8.133333333333333,1.3333333333333333
